l,t,freq,S21
4.7,0.8,9.6,-6.933601372
4.7,0.8,9.7,-6.177327065
4.7,0.8,9.8,-5.492382366
4.7,0.8,9.9,-4.871401164
4.7,0.8,10,-4.308472111
4.7,0.8,10.1,-3.79871655
4.7,0.8,10.2,-3.33799061
4.7,0.8,10.3,-2.92267326
4.7,0.8,10.4,-2.549515951
4.7,0.8,10.5,-2.215537616
4.7,0.8,10.6,-1.917953529
4.7,0.8,10.7,-1.654129489
4.7,0.8,10.8,-1.421554654
4.7,0.8,10.9,-1.217827699
4.7,0.8,11,-1.040651972
4.7,0.8,11.1,-0.887836236
4.7,0.8,11.2,-0.757298329
4.7,0.8,11.3,-0.647069792
4.7,0.8,11.4,-0.555300117
4.7,0.8,11.5,-0.480259762
4.7,0.8,11.6,-0.42034151
4.7,0.8,11.7,-0.374060028
4.7,0.8,11.8,-0.340049706
4.7,0.8,11.9,-0.317060985
4.7,0.8,12,-0.303955444
4.7,0.8,12.1,-0.299699963
4.7,0.8,12.2,-0.303360234
4.7,0.8,12.3,-0.314093904
4.7,0.8,12.4,-0.331143562
4.7,0.8,12.5,-0.353829758
4.7,0.8,12.6,-0.381544202
4.7,0.8,12.7,-0.41374324
4.7,0.8,12.8,-0.449941683
4.7,0.8,12.9,-0.489707043
4.7,0.8,13,-0.532654186
4.7,0.8,13.1,-0.578440418
4.7,0.8,13.2,-0.626761003
4.7,0.8,13.3,-0.677345085
4.7,0.8,13.4,-0.729952012
4.7,0.8,13.5,-0.784368023
4.7,0.8,13.6,-0.840403279
4.7,0.8,13.7,-0.897889207
4.7,0.8,13.8,-0.956676138
4.7,0.8,13.9,-1.016631202
4.7,0.8,14,-1.077636461
4.7,0.8,14.1,-1.139587261
4.7,0.8,14.2,-1.20239077
4.7,0.8,14.3,-1.265964691
4.7,0.8,14.4,-1.330236129
4.7,0.8,14.5,-1.39514059
4.7,0.8,14.6,-1.460621114
4.7,0.8,14.7,-1.5266275
4.7,0.8,14.8,-1.593115637
4.7,0.8,14.9,-1.660046916
4.7,0.8,15,-1.727387719
4.7,0.8,15.1,-1.795108966
4.7,0.8,15.2,-1.863185729
4.7,0.8,15.3,-1.931596891
4.7,0.8,15.4,-2.000324845
4.7,0.8,15.5,-2.069355241
4.7,0.8,15.6,-2.138676758
4.7,0.8,15.7,-2.208280907
4.7,0.8,15.8,-2.278161858
4.7,0.8,15.9,-2.348316289
4.7,0.8,16,-2.418743255
4.7,0.9,2,-0.450233877
4.7,0.9,2.1,-0.494554084
4.7,0.9,2.2,-0.540997971
4.7,0.9,2.3,-0.589585666
4.7,0.9,2.4,-0.640338866
4.7,0.9,2.5,-0.693281011
4.7,0.9,2.6,-0.74843748
4.7,0.9,2.7,-0.805835816
4.7,0.9,2.8,-0.865505975
4.7,0.9,2.9,-0.927480592
4.7,0.9,3,-0.991795256
4.7,0.9,3.1,-1.058488818
4.7,0.9,3.2,-1.127603705
4.7,0.9,3.3,-1.199186258
4.7,0.9,3.4,-1.273287096
4.7,0.9,3.5,-1.349961501
4.7,0.9,3.6,-1.429269832
4.7,0.9,3.7,-1.511277976
4.7,0.9,3.8,-1.596057827
4.7,0.9,3.9,-1.683687814
4.7,0.9,4,-1.774253475
4.7,0.9,4.1,-1.867848082
4.7,0.9,4.2,-1.964573331
4.7,0.9,4.3,-2.064540095
4.7,0.9,4.4,-2.167869266
4.7,0.9,4.5,-2.274692678
4.7,0.9,4.6,-2.385154138
4.7,0.9,4.7,-2.49941057
4.7,0.9,4.8,-2.617633303
4.7,0.9,4.9,-2.7400095
4.7,0.9,5,-2.866743779
4.7,0.9,5.1,-2.998060029
4.7,0.9,5.2,-3.134203467
4.7,0.9,5.3,-3.275442976
4.7,0.9,5.4,-3.422073753
4.7,0.9,5.5,-3.574420348
4.7,0.9,5.6,-3.732840128
4.7,0.9,5.7,-3.897727276
4.7,0.9,5.8,-4.069517397
4.7,0.9,5.9,-4.24869286
4.7,0.9,6,-4.435789017
4.7,0.9,6.1,-4.631401481
4.7,0.9,6.2,-4.836194674
4.7,0.9,6.3,-5.050911934
4.7,0.9,6.4,-5.276387531
4.7,0.9,6.5,-5.513561033
4.7,0.9,6.6,-5.763494606
4.7,0.9,6.7,-6.027393993
4.7,0.9,6.8,-6.306634163
4.7,0.9,6.9,-6.602790916
4.7,0.9,7,-6.917680225
4.7,0.9,7.1,-7.253407678
4.7,0.9,7.2,-7.612431335
4.7,0.9,7.3,-7.997642617
4.7,0.9,7.4,-8.412471859
4.7,0.9,7.5,-8.861028144
4.7,0.9,7.6,-9.348287758
4.7,0.9,7.7,-9.88035313
4.7,0.9,7.8,-10.4648165
4.7,0.9,7.9,-11.11128364
4.7,0.9,8,-11.83215037
4.7,0.9,8.1,-12.64379359
4.7,0.9,8.2,-13.56847321
4.7,0.9,8.3,-14.63752018
4.7,0.9,8.4,-15.89700673
4.7,0.9,8.5,-17.41860738
4.7,0.9,8.6,-19.3224585
4.7,0.9,8.7,-21.83139989
4.7,0.9,8.8,-25.41768123
4.7,0.9,8.9,-31.0892575
4.7,0.9,9,-33.56163449
4.7,0.9,9.1,-26.89970063
4.7,0.9,9.2,-22.35890314
4.7,0.9,9.3,-19.18735416
4.7,0.9,9.4,-17.16922001
4.7,0.9,9.5,-15.45396174
4.7,0.9,9.6,-13.77112066
4.7,0.9,9.7,-12.35618338
4.7,0.9,9.8,-11.13116102
4.7,0.9,9.9,-10.04900007
4.7,0.9,10,-9.080455663
4.7,0.9,10.1,-8.205786156
4.7,0.9,10.2,-7.410925661
4.7,0.9,10.3,-6.685471801
4.7,0.9,10.4,-6.021508377
4.7,0.9,10.5,-5.41286253
4.7,0.9,10.6,-4.854609726
4.7,0.9,10.7,-4.34273022
4.7,0.9,10.8,-3.873863437
4.7,0.9,10.9,-3.445128759
4.7,0.9,11,-3.053993341
4.7,0.9,11.1,-2.698174485
4.7,0.9,11.2,-2.375568244
4.7,0.9,11.3,-2.08419832
4.7,0.9,11.4,-1.822180864
4.7,0.9,11.5,-1.587701701
4.7,0.9,11.6,-1.37900311
4.7,0.9,11.7,-1.194377745
4.7,0.9,11.8,-1.032167654
4.7,0.9,11.9,-0.890766653
4.7,0.9,12,-0.768624652
4.7,0.9,12.1,-0.664252807
4.7,0.9,12.2,-0.57622865
4.7,0.9,12.3,-0.503200627
4.7,0.9,12.4,-0.443891647
4.7,0.9,12.5,-0.39710147
4.7,0.9,12.6,-0.361707864
4.7,0.9,12.7,-0.336666588
4.7,0.9,12.8,-0.321010312
4.7,0.9,12.9,-0.313846623
4.7,0.9,13,-0.314355298
4.7,0.9,13.1,-0.321785007
4.7,0.9,13.2,-0.335449611
4.7,0.9,13.3,-0.354724206
4.7,0.9,13.4,-0.379041025
4.7,0.9,13.5,-0.407885321
4.7,0.9,13.6,-0.44079129
4.7,0.9,13.7,-0.477338125
4.7,0.9,13.8,-0.517146224
4.7,0.9,13.9,-0.5598736
4.7,0.9,14,-0.605212509
4.7,0.9,14.1,-0.652886304
4.7,0.9,14.2,-0.702646525
4.7,0.9,14.3,-0.754270221
4.7,0.9,14.4,-0.807557489
4.7,0.9,14.5,-0.862329239
4.7,0.9,14.6,-0.918425148
4.7,0.9,14.7,-0.975701817
4.7,0.9,14.8,-1.034031099
4.7,0.9,14.9,-1.093298586
4.7,0.9,15,-1.153402255
4.7,0.9,15.1,-1.214251241
4.7,0.9,15.2,-1.275764743
4.7,0.9,15.3,-1.337871037
4.7,0.9,15.4,-1.400506589
4.7,0.9,15.5,-1.46361527
4.7,0.9,15.6,-1.527147639
4.7,0.9,15.7,-1.591060312
4.7,0.9,15.8,-1.655315392
4.7,0.9,15.9,-1.719879957
4.7,0.9,16,-1.784725607
4.7,1,2,-0.428864517
4.7,1,2.1,-0.47117383
4.7,1,2.2,-0.515396004
4.7,1,2.3,-0.561537811
4.7,1,2.4,-0.609609645
4.7,1,2.5,-0.659625404
4.7,1,2.6,-0.711602346
4.7,1,2.7,-0.765560934
4.7,1,2.8,-0.82152468
4.7,1,2.9,-0.879519989
4.7,1,3,-0.939576026
4.7,1,3.1,-1.001724603
4.7,1,3.2,-1.066000098
4.7,1,3.3,-1.132439409
4.7,1,3.4,-1.201081958
4.7,1,3.5,-1.271969733
4.7,1,3.6,-1.345147387
4.7,1,3.7,-1.420662398
4.7,1,3.8,-1.498565267
4.7,1,3.9,-1.578909798
4.7,1,4,-1.661753415
4.7,1,4.1,-1.747157552
4.7,1,4.2,-1.835188096
4.7,1,4.3,-1.925915896
4.7,1,4.4,-2.019417321
4.7,1,4.5,-2.115774888
4.7,1,4.6,-2.215077953
4.7,1,4.7,-2.317423451
4.7,1,4.8,-2.422916722
4.7,1,4.9,-2.531672392
4.7,1,5,-2.643815339
4.7,1,5.1,-2.759481742
4.7,1,5.2,-2.878820216
4.7,1,5.3,-3.001993066
4.7,1,5.4,-3.129177649
4.7,1,5.5,-3.260567882
4.7,1,5.6,-3.396375908
4.7,1,5.7,-3.536833954
4.7,1,5.8,-3.682196402
4.7,1,5.9,-3.832742124
4.7,1,6,-3.98877712
4.7,1,6.1,-4.150637512
4.7,1,6.2,-4.318692973
4.7,1,6.3,-4.493350652
4.7,1,6.4,-4.675059709
4.7,1,6.5,-4.864316574
4.7,1,6.6,-5.06167107
4.7,1,6.7,-5.267733588
4.7,1,6.8,-5.48318353
4.7,1,6.9,-5.708779309
4.7,1,7,-5.945370249
4.7,1,7.1,-6.193910838
4.7,1,7.2,-6.455477927
4.7,1,7.3,-6.731291597
4.7,1,7.4,-7.022740708
4.7,1,7.5,-7.331414426
4.7,1,7.6,-7.65914148
4.7,1,7.7,-8.008039556
4.7,1,7.8,-8.380578123
4.7,1,7.9,-8.779659343
4.7,1,8,-9.208723675
4.7,1,8.1,-9.671889857
4.7,1,8.2,-10.17414359
4.7,1,8.3,-10.72159686
4.7,1,8.4,-11.3218521
4.7,1,8.5,-11.98452668
4.7,1,8.6,-12.7220302
4.7,1,8.7,-13.55075614
4.7,1,8.8,-14.4929832
4.7,1,8.9,-15.58005794
4.7,1,9,-16.85804364
4.7,1,9.1,-18.39850369
4.7,1,9.2,-20.32106294
4.7,1,9.3,-22.84629869
4.7,1,9.4,-26.4341481
4.7,1,9.5,-31.98874736
4.7,1,9.6,-34.20487601
4.7,1,9.7,-27.88744199
4.7,1,9.8,-23.48001794
4.7,1,9.9,-20.42004
4.7,1,10,-18.09300733
4.7,1,10.1,-16.21537137
4.7,1,10.2,-14.64018702
4.7,1,10.3,-13.28266596
4.7,1,10.4,-12.08981759
4.7,1,10.5,-11.02649294
4.7,1,10.6,-10.06829496
4.7,1,10.7,-9.19767891
4.7,1,10.8,-8.4016657
4.7,1,10.9,-7.670428666
4.7,1,11,-6.996380646
4.7,1,11.1,-6.373561503
4.7,1,11.2,-5.797213441
4.7,1,11.3,-5.263477967
4.7,1,11.4,-4.769174208
4.7,1,11.5,-4.311633383
4.7,1,11.6,-3.888573167
4.7,1,11.7,-3.498001321
4.7,1,11.8,-3.138141391
4.7,1,11.9,-2.807375546
4.7,1,12,-2.50420103
4.7,1,12.1,-2.227197618
4.7,1,12.2,-1.975004059
4.7,1,12.3,-1.746301844
4.7,1,12.4,-1.5398049
4.7,1,12.5,-1.35425398
4.7,1,12.6,-1.188414656
4.7,1,12.7,-1.041077954
4.7,1,12.8,-0.911062781
4.7,1,12.9,-0.797219447
4.7,1,13,-0.698433673
4.7,1,13.1,-0.613630643
4.7,1,13.2,-0.541778747
4.7,1,13.3,-0.481892774
4.7,1,13.4,-0.43303643
4.7,1,13.5,-0.394324089
4.7,1,13.6,-0.364921794
4.7,1,13.7,-0.344047531
4.7,1,13.8,-0.330970851
4.7,1,13.9,-0.325011922
4.7,1,14,-0.325540105
4.7,1,14.1,-0.331972159
4.7,1,14.2,-0.343770149
4.7,1,14.3,-0.360439157
4.7,1,14.4,-0.381524858
4.7,1,14.5,-0.406611037
4.7,1,14.6,-0.435317081
4.7,1,14.7,-0.467295509
4.7,1,14.8,-0.502229557
4.7,1,14.9,-0.539830851
4.7,1,15,-0.57983719
4.7,1,15.1,-0.622010439
4.7,1,15.2,-0.666134549
4.7,1,15.3,-0.712013701
4.7,1,15.4,-0.759470587
4.7,1,15.5,-0.808344807
4.7,1,15.6,-0.858491387
4.7,1,15.7,-0.909779423
4.7,1,15.8,-0.962090829
4.7,1,15.9,-1.015319184
4.7,1,16,-1.069368691
4.8,0.2,2,-0.53378437
4.8,0.2,2.1,-0.591610386
4.8,0.2,2.2,-0.653498779
4.8,0.2,2.3,-0.719710877
4.8,0.2,2.4,-0.790538204
4.8,0.2,2.5,-0.866306941
4.8,0.2,2.6,-0.94738313
4.8,0.2,2.7,-1.034178799
4.8,0.2,2.8,-1.127159168
4.8,0.2,2.9,-1.226851194
4.8,0.2,3,-1.333853746
4.8,0.2,3.1,-1.448849774
4.8,0.2,3.2,-1.572620963
4.8,0.2,3.3,-1.70606547
4.8,0.2,3.4,-1.850219523
4.8,0.2,3.5,-2.006283912
4.8,0.2,3.6,-2.175656694
4.8,0.2,3.7,-2.359973911
4.8,0.2,3.8,-2.561160686
4.8,0.2,3.9,-2.781495984
4.8,0.2,4,-3.023695534
4.8,0.2,4.1,-3.291019265
4.8,0.2,4.2,-3.587412376
4.8,0.2,4.3,-3.917693395
4.8,0.2,4.4,-4.28780929
4.8,0.2,4.5,-4.705188632
4.8,0.2,4.6,-5.179242193
4.8,0.2,4.7,-5.722092668
4.8,0.2,4.8,-6.349674344
4.8,0.2,4.9,-7.083457839
4.8,0.2,5,-7.953289808
4.8,0.2,5.1,-9.002356972
4.8,0.2,5.2,-10.2965433
4.8,0.2,5.3,-11.94387873
4.8,0.2,5.4,-14.14065221
4.8,0.2,5.5,-17.30306168
4.8,0.2,5.6,-22.54951254
4.8,0.2,5.7,-30.58901888
4.8,0.2,5.8,-22.27332674
4.8,0.2,5.9,-16.61007869
4.8,0.2,6,-13.0763595
4.8,0.2,6.1,-10.54387662
4.8,0.2,6.2,-8.598063422
4.8,0.2,6.3,-7.045804613
4.8,0.2,6.4,-5.78141023
4.8,0.2,6.5,-4.739863201
4.8,0.2,6.6,-3.877292878
4.8,0.2,6.7,-3.161799214
4.8,0.2,6.8,-2.56880046
4.8,0.2,6.9,-2.078551994
4.8,0.2,7,-1.674766445
4.8,0.2,7.1,-1.34380628
4.8,0.2,7.2,-1.074175309
4.8,0.2,7.3,-0.856166327
4.8,0.2,7.4,-0.681591956
4.8,0.2,7.5,-0.543563037
4.8,0.2,7.6,-0.4362982
4.8,0.2,7.7,-0.354957471
4.8,0.2,7.8,-0.295496756
4.8,0.2,7.9,-0.254541435
4.8,0.2,8,-0.229277601
4.8,0.2,8.1,-0.217359356
4.8,0.2,8.2,-0.216830473
4.8,0.2,8.3,-0.226058676
4.8,0.2,8.4,-0.243680798
4.8,0.2,8.5,-0.268557225
4.8,0.2,8.6,-0.299734158
4.8,0.2,8.7,-0.336412424
4.8,0.2,8.8,-0.377921709
4.8,0.2,8.9,-0.423699305
4.8,0.2,9,-0.473272554
4.8,0.2,9.1,-0.526244348
4.8,0.2,9.2,-0.582281146
4.8,0.2,9.3,-0.641103051
4.8,0.2,9.4,-0.702475585
4.8,0.2,9.5,-0.766202862
4.8,0.2,9.6,-0.832121919
4.8,0.2,9.7,-0.900097995
4.8,0.2,9.8,-0.970020591
4.8,0.2,9.9,-1.041800197
4.8,0.2,10,-1.115365552
4.8,0.2,10.1,-1.190661356
4.8,0.2,10.2,-1.267646369
4.8,0.2,10.3,-1.346291819
4.8,0.2,10.4,-1.426580082
4.8,0.2,10.5,-1.508503588
4.8,0.2,10.6,-1.59206392
4.8,0.2,10.7,-1.677271074
4.8,0.2,10.8,-1.764142863
4.8,0.2,10.9,-1.852704445
4.8,0.2,11,-1.942987952
4.8,0.2,11.1,-2.03503222
4.8,0.2,11.2,-2.128882597
4.8,0.2,11.3,-2.224590827
4.8,0.2,11.4,-2.322215006
4.8,0.2,11.5,-2.421819601
4.8,0.2,11.6,-2.523475524
4.8,0.2,11.7,-2.627260267
4.8,0.2,11.8,-2.733258098
4.8,0.2,11.9,-2.841560302
4.8,0.2,12,-2.952265487
4.8,0.2,12.1,-3.065479945
4.8,0.2,12.2,-3.181318071
4.8,0.2,12.3,-3.299902851
4.8,0.2,12.4,-3.421366411
4.8,0.2,12.5,-3.545850648
4.8,0.2,12.6,-3.673507938
4.8,0.2,12.7,-3.804501932
4.8,0.2,12.8,-3.939008452
4.8,0.2,12.9,-4.077216504
4.8,0.2,13,-4.219329409
4.8,0.2,13.1,-4.365566075
4.8,0.2,13.2,-4.516162441
4.8,0.2,13.3,-4.671373089
4.8,0.2,13.4,-4.831473084
4.8,0.2,13.5,-4.996760042
4.8,0.2,13.6,-5.167556493
4.8,0.2,13.7,-5.344212563
4.8,0.2,13.8,-5.527109045
4.8,0.2,13.9,-5.716660913
4.8,0.2,14,-5.91332137
4.8,0.2,14.1,-6.117586524
4.8,0.2,14.2,-6.330000806
4.8,0.2,14.3,-6.551163287
4.8,0.2,14.4,-6.78173507
4.8,0.2,14.5,-7.022447981
4.8,0.2,14.6,-7.274114861
4.8,0.2,14.7,-7.537641799
4.8,0.2,14.8,-7.814042783
4.8,0.2,14.9,-8.104457365
4.8,0.2,15,-8.410172097
4.8,0.2,15.1,-8.732646775
4.8,0.2,15.2,-9.073546821
4.8,0.2,15.3,-9.434783621
4.8,0.2,15.4,-9.818565285
4.8,0.2,15.5,-10.22746121
4.8,0.2,15.6,-10.66448521
4.8,0.2,15.7,-11.13320401
4.8,0.2,15.8,-11.63788079
4.8,0.2,15.9,-12.18366852
4.8,0.2,16,-12.77687469
4.8,0.3,2,-0.551251816
4.8,0.3,2.1,-0.610811054
4.8,0.3,2.2,-0.674108125
4.8,0.3,2.3,-0.741317877
4.8,0.3,2.4,-0.812638253
4.8,0.3,2.5,-0.888293264
4.8,0.3,2.6,-0.968536461
4.8,0.3,2.7,-1.053654993
4.8,0.3,2.8,-1.14397438
4.8,0.3,2.9,-1.239864124
4.8,0.3,3,-1.341744297
4.8,0.3,3.1,-1.45009325
4.8,0.3,3.2,-1.565456585
4.8,0.3,3.3,-1.688457538
4.8,0.3,3.4,-1.819808945
4.8,0.3,3.5,-1.960327036
4.8,0.3,3.6,-2.110947431
4.8,0.3,3.7,-2.272743965
4.8,0.3,3.8,-2.446951299
4.8,0.3,3.9,-2.634992724
4.8,0.3,4,-2.838515092
4.8,0.3,4.1,-3.059433406
4.8,0.3,4.2,-3.299988309
4.8,0.3,4.3,-3.562820696
4.8,0.3,4.4,-3.851069117
4.8,0.3,4.5,-4.168497893
4.8,0.3,4.6,-4.519667563
4.8,0.3,4.7,-4.91016509
4.8,0.3,4.8,-5.346920859
4.8,0.3,4.9,-5.838655514
4.8,0.3,5,-6.396527405
4.8,0.3,5.1,-7.03510161
4.8,0.3,5.2,-7.773856948
4.8,0.3,5.3,-8.639639874
4.8,0.3,5.4,-9.670890626
4.8,0.3,5.5,-10.92544896
4.8,0.3,5.6,-12.49632617
4.8,0.3,5.7,-14.54762299
4.8,0.3,5.8,-17.41112247
4.8,0.3,5.9,-21.91317471
4.8,0.3,6,-30.06338678
4.8,0.3,6.1,-25.50849817
4.8,0.3,6.2,-18.91435217
4.8,0.3,6.3,-14.9767921
4.8,0.3,6.4,-12.21193126
4.8,0.3,6.5,-10.09881679
4.8,0.3,6.6,-8.407159513
4.8,0.3,6.7,-7.01616923
4.8,0.3,6.8,-5.854561398
4.8,0.3,6.9,-4.876292155
4.8,0.3,7,-4.049294267
4.8,0.3,7.1,-3.349737594
4.8,0.3,7.2,-2.758923793
4.8,0.3,7.3,-2.261545772
4.8,0.3,7.4,-1.844692251
4.8,0.3,7.5,-1.497268618
4.8,0.3,7.6,-1.209649503
4.8,0.3,7.7,-0.973457147
4.8,0.3,7.8,-0.781405361
4.8,0.3,7.9,-0.627176326
4.8,0.3,8,-0.505313766
4.8,0.3,8.1,-0.411125229
4.8,0.3,8.2,-0.340591035
4.8,0.3,8.3,-0.290279632
4.8,0.3,8.4,-0.257269822
4.8,0.3,8.5,-0.239080347
4.8,0.3,8.6,-0.233607057
4.8,0.3,8.7,-0.239067567
4.8,0.3,8.8,-0.253953051
4.8,0.3,8.9,-0.276986626
4.8,0.3,9,-0.307087702
4.8,0.3,9.1,-0.343341606
4.8,0.3,9.2,-0.38497381
4.8,0.3,9.3,-0.431328163
4.8,0.3,9.4,-0.481848513
4.8,0.3,9.5,-0.536063251
4.8,0.3,9.6,-0.593572305
4.8,0.3,9.7,-0.654036214
4.8,0.3,9.8,-0.717166947
4.8,0.3,9.9,-0.782720202
4.8,0.3,10,-0.850488926
4.8,0.3,10.1,-0.920297885
4.8,0.3,10.2,-0.991999106
4.8,0.3,10.3,-1.065468043
4.8,0.3,10.4,-1.140600376
4.8,0.3,10.5,-1.217309321
4.8,0.3,10.6,-1.295523384
4.8,0.3,10.7,-1.375184484
4.8,0.3,10.8,-1.456246398
4.8,0.3,10.9,-1.538673461
4.8,0.3,11,-1.622439507
4.8,0.3,11.1,-1.707526989
4.8,0.3,11.2,-1.793926271
4.8,0.3,11.3,-1.881635057
4.8,0.3,11.4,-1.970657934
4.8,0.3,11.5,-2.061006025
4.8,0.3,11.6,-2.152696716
4.8,0.3,11.7,-2.245753461
4.8,0.3,11.8,-2.340205647
4.8,0.3,11.9,-2.436088507
4.8,0.3,12,-2.533443077
4.8,0.3,12.1,-2.632316181
4.8,0.3,12.2,-2.732760446
4.8,0.3,12.3,-2.834834338
4.8,0.3,12.4,-2.938602209
4.8,0.3,12.5,-3.044134357
4.8,0.3,12.6,-3.151507092
4.8,0.3,12.7,-3.260802815
4.8,0.3,12.8,-3.372110093
4.8,0.3,12.9,-3.485523758
4.8,0.3,13,-3.601145015
4.8,0.3,13.1,-3.719081574
4.8,0.3,13.2,-3.839447826
4.8,0.3,13.3,-3.962365067
4.8,0.3,13.4,-4.087961781
4.8,0.3,13.5,-4.21637402
4.8,0.3,13.6,-4.347745879
4.8,0.3,13.7,-4.482230091
4.8,0.3,13.8,-4.61998876
4.8,0.3,13.9,-4.761194236
4.8,0.3,14,-4.906030158
4.8,0.3,14.1,-5.054692659
4.8,0.3,14.2,-5.207391744
4.8,0.3,14.3,-5.364352854
4.8,0.3,14.4,-5.525818616
4.8,0.3,14.5,-5.6920508
4.8,0.3,14.6,-5.863332493
4.8,0.3,14.7,-6.039970526
4.8,0.3,14.8,-6.222298182
4.8,0.3,14.9,-6.410678234
4.8,0.3,15,-6.605506385
4.8,0.3,15.1,-6.807215175
4.8,0.3,15.2,-7.016278455
4.8,0.3,15.3,-7.233216546
4.8,0.3,15.4,-7.458602235
4.8,0.3,15.5,-7.693067766
4.8,0.3,15.6,-7.937313067
4.8,0.3,15.7,-8.192115462
4.8,0.3,15.8,-8.458341237
4.8,0.3,15.9,-8.736959464
4.8,0.3,16,-9.029058657
4.8,0.4,2,-0.554482285
4.8,0.4,2.1,-0.613380537
4.8,0.4,2.2,-0.675745164
4.8,0.4,2.3,-0.741703083
4.8,0.4,2.4,-0.811397909
4.8,0.4,2.5,-0.884991864
4.8,0.4,2.6,-0.962667944
4.8,0.4,2.7,-1.044632354
4.8,0.4,2.8,-1.131117293
4.8,0.4,2.9,-1.22238413
4.8,0.4,3,-1.318727048
4.8,0.4,3.1,-1.420477252
4.8,0.4,3.2,-1.528007838
4.8,0.4,3.3,-1.641739463
4.8,0.4,3.4,-1.762146958
4.8,0.4,3.5,-1.889767102
4.8,0.4,3.6,-2.025207767
4.8,0.4,3.7,-2.169158749
4.8,0.4,3.8,-2.322404653
4.8,0.4,3.9,-2.485840289
4.8,0.4,4,-2.660489192
4.8,0.4,4.1,-2.847526032
4.8,0.4,4.2,-3.048303935
4.8,0.4,4.3,-3.264388071
4.8,0.4,4.4,-3.497597311
4.8,0.4,4.5,-3.750056453
4.8,0.4,4.6,-4.024262439
4.8,0.4,4.7,-4.323169387
4.8,0.4,4.8,-4.65029932
4.8,0.4,4.9,-5.009888615
4.8,0.4,5,-5.407085034
4.8,0.4,5.1,-5.84821799
4.8,0.4,5.2,-6.341177498
4.8,0.4,5.3,-6.895959101
4.8,0.4,5.4,-7.525470997
4.8,0.4,5.5,-8.246771906
4.8,0.4,5.6,-9.083050541
4.8,0.4,5.7,-10.0669556
4.8,0.4,5.8,-11.24656052
4.8,0.4,5.9,-12.69693249
4.8,0.4,6,-14.54503183
4.8,0.4,6.1,-17.03142598
4.8,0.4,6.2,-20.69609475
4.8,0.4,6.3,-27.01792364
4.8,0.4,6.4,-30.13514426
4.8,0.4,6.5,-22.07707617
4.8,0.4,6.6,-17.36805474
4.8,0.4,6.7,-14.21521712
4.8,0.4,6.8,-11.8592409
4.8,0.4,6.9,-9.989777923
4.8,0.4,7,-8.453199309
4.8,0.4,7.1,-7.162936236
4.8,0.4,7.2,-6.065469641
4.8,0.4,7.3,-5.125204337
4.8,0.4,7.4,-4.316931908
4.8,0.4,7.5,-3.621760486
4.8,0.4,7.6,-3.024795253
4.8,0.4,7.7,-2.513774588
4.8,0.4,7.8,-2.078257603
4.8,0.4,7.9,-1.709139962
4.8,0.4,8,-1.398366342
4.8,0.4,8.1,-1.138758414
4.8,0.4,8.2,-0.923907746
4.8,0.4,8.3,-0.748102526
4.8,0.4,8.4,-0.606269986
4.8,0.4,8.5,-0.493924799
4.8,0.4,8.6,-0.407119083
4.8,0.4,8.7,-0.342392805
4.8,0.4,8.8,-0.296725151
4.8,0.4,8.9,-0.267488335
4.8,0.4,9,-0.252405642
4.8,0.4,9.1,-0.249515228
4.8,0.4,9.2,-0.257140065
4.8,0.4,9.3,-0.273862101
4.8,0.4,9.4,-0.298496136
4.8,0.4,9.5,-0.330058252
4.8,0.4,9.6,-0.367727178
4.8,0.4,9.7,-0.410803393
4.8,0.4,9.8,-0.458674686
4.8,0.4,9.9,-0.51079429
4.8,0.4,10,-0.566671224
4.8,0.4,10.1,-0.625867853
4.8,0.4,10.2,-0.687999378
4.8,0.4,10.3,-0.752732248
4.8,0.4,10.4,-0.819780797
4.8,0.4,10.5,-0.888902589
4.8,0.4,10.6,-0.959893251
4.8,0.4,10.7,-1.0325814
4.8,0.4,10.8,-1.106823991
4.8,0.4,10.9,-1.182502231
4.8,0.4,11,-1.259518088
4.8,0.4,11.1,-1.337791326
4.8,0.4,11.2,-1.417257019
4.8,0.4,11.3,-1.497863468
4.8,0.4,11.4,-1.579570442
4.8,0.4,11.5,-1.662347715
4.8,0.4,11.6,-1.74617383
4.8,0.4,11.7,-1.831035056
4.8,0.4,11.8,-1.916924518
4.8,0.4,11.9,-2.003841467
4.8,0.4,12,-2.09179066
4.8,0.4,12.1,-2.180781862
4.8,0.4,12.2,-2.270829416
4.8,0.4,12.3,-2.361951909
4.8,0.4,12.4,-2.454171896
4.8,0.4,12.5,-2.547515687
4.8,0.4,12.6,-2.642013192
4.8,0.4,12.7,-2.737697811
4.8,0.4,12.8,-2.834606367
4.8,0.4,12.9,-2.932779083
4.8,0.4,13,-3.032259598
4.8,0.4,13.1,-3.133095007
4.8,0.4,13.2,-3.23533595
4.8,0.4,13.3,-3.339036716
4.8,0.4,13.4,-3.444255388
4.8,0.4,13.5,-3.551054013
4.8,0.4,13.6,-3.659498801
4.8,0.4,13.7,-3.76966035
4.8,0.4,13.8,-3.881613909
4.8,0.4,13.9,-3.995439661
4.8,0.4,14,-4.111223044
4.8,0.4,14.1,-4.229055098
4.8,0.4,14.2,-4.349032859
4.8,0.4,14.3,-4.471259774
4.8,0.4,14.4,-4.595846175
4.8,0.4,14.5,-4.722909782
4.8,0.4,14.6,-4.852576268
4.8,0.4,14.7,-4.984979873
4.8,0.4,14.8,-5.120264077
4.8,0.4,14.9,-5.258582353
